seed,classifier,true_label,predicted_label,count,normalized_by_true_class
84,xgboost_depth3_20,static_presence,static_presence,19,0.6129032258064516
84,xgboost_depth3_20,static_presence,movement,7,0.22580645161290322
84,xgboost_depth3_20,movement,empty,3,0.10714285714285714
84,xgboost_depth3_20,movement,static_presence,11,0.39285714285714285
84,xgboost_depth3_20,movement,movement,14,0.5
126,gradient_boosting_depth3_20,empty,empty,12,0.75
126,gradient_boosting_depth3_20,empty,static_presence,4,0.25
126,gradient_boosting_depth3_20,empty,movement,0,0.0
126,gradient_boosting_depth3_20,static_presence,empty,0,0.0
126,gradient_boosting_depth3_20,static_presence,static_presence,23,0.7419354838709677
126,gradient_boosting_depth3_20,static_presence,movement,8,0.25806451612903225
126,gradient_boosting_depth3_20,movement,empty,0,0.0
126,gradient_boosting_depth3_20,movement,static_presence,4,0.12903225806451613
126,gradient_boosting_depth3_20,movement,movement,27,0.8709677419354839
126,logistic_regression_c0_1,empty,empty,10,0.625
126,logistic_regression_c0_1,empty,static_presence,5,0.3125
126,logistic_regression_c0_1,empty,movement,1,0.0625
126,logistic_regression_c0_1,static_presence,empty,6,0.1935483870967742
126,logistic_regression_c0_1,static_presence,static_presence,16,0.5161290322580645
126,logistic_regression_c0_1,static_presence,movement,9,0.2903225806451613
126,logistic_regression_c0_1,movement,empty,3,0.0967741935483871
126,logistic_regression_c0_1,movement,static_presence,8,0.25806451612903225
126,logistic_regression_c0_1,movement,movement,20,0.6451612903225806
126,logistic_regression_c1,empty,empty,11,0.6875
126,logistic_regression_c1,empty,static_presence,3,0.1875
126,logistic_regression_c1,empty,movement,2,0.125
126,logistic_regression_c1,static_presence,empty,4,0.12903225806451613
126,logistic_regression_c1,static_presence,static_presence,17,0.5483870967741935
126,logistic_regression_c1,static_presence,movement,10,0.3225806451612903
126,logistic_regression_c1,movement,empty,1,0.03225806451612903
126,logistic_regression_c1,movement,static_presence,8,0.25806451612903225
126,logistic_regression_c1,movement,movement,22,0.7096774193548387
126,logistic_regression_c10,empty,empty,11,0.6875
126,logistic_regression_c10,empty,static_presence,2,0.125
126,logistic_regression_c10,empty,movement,3,0.1875
126,logistic_regression_c10,static_presence,empty,5,0.16129032258064516
126,logistic_regression_c10,static_presence,static_presence,16,0.5161290322580645
126,logistic_regression_c10,static_presence,movement,10,0.3225806451612903
126,logistic_regression_c10,movement,empty,0,0.0
126,logistic_regression_c10,movement,static_presence,7,0.22580645161290322
126,logistic_regression_c10,movement,movement,24,0.7741935483870968
126,logistic_regression_c1_balanced,empty,empty,11,0.6875
126,logistic_regression_c1_balanced,empty,static_presence,3,0.1875
126,logistic_regression_c1_balanced,empty,movement,2,0.125
126,logistic_regression_c1_balanced,static_presence,empty,5,0.16129032258064516
126,logistic_regression_c1_balanced,static_presence,static_presence,17,0.5483870967741935
126,logistic_regression_c1_balanced,static_presence,movement,9,0.2903225806451613
126,logistic_regression_c1_balanced,movement,empty,1,0.03225806451612903
126,logistic_regression_c1_balanced,movement,static_presence,8,0.25806451612903225
126,logistic_regression_c1_balanced,movement,movement,22,0.7096774193548387
126,xgboost_depth2_10,empty,empty,13,0.8125
126,xgboost_depth2_10,empty,static_presence,3,0.1875
126,xgboost_depth2_10,empty,movement,0,0.0
126,xgboost_depth2_10,static_presence,empty,0,0.0
126,xgboost_depth2_10,static_presence,static_presence,25,0.8064516129032258
126,xgboost_depth2_10,static_presence,movement,6,0.1935483870967742
126,xgboost_depth2_10,movement,empty,2,0.06451612903225806
126,xgboost_depth2_10,movement,static_presence,9,0.2903225806451613
126,xgboost_depth2_10,movement,movement,20,0.6451612903225806
126,xgboost_depth2_20,empty,empty,13,0.8125
126,xgboost_depth2_20,empty,static_presence,3,0.1875
126,xgboost_depth2_20,empty,movement,0,0.0
126,xgboost_depth2_20,static_presence,empty,1,0.03225806451612903
126,xgboost_depth2_20,static_presence,static_presence,22,0.7096774193548387
126,xgboost_depth2_20,static_presence,movement,8,0.25806451612903225
126,xgboost_depth2_20,movement,empty,3,0.0967741935483871
126,xgboost_depth2_20,movement,static_presence,7,0.22580645161290322
126,xgboost_depth2_20,movement,movement,21,0.6774193548387096
126,xgboost_depth3_20,empty,empty,14,0.875
126,xgboost_depth3_20,empty,static_presence,2,0.125
126,xgboost_depth3_20,empty,movement,0,0.0
126,xgboost_depth3_20,static_presence,empty,0,0.0
126,xgboost_depth3_20,static_presence,static_presence,23,0.7419354838709677
126,xgboost_depth3_20,static_presence,movement,8,0.25806451612903225
126,xgboost_depth3_20,movement,empty,1,0.03225806451612903
126,xgboost_depth3_20,movement,static_presence,7,0.22580645161290322
126,xgboost_depth3_20,movement,movement,23,0.7419354838709677
168,gradient_boosting_depth3_20,empty,empty,35,0.875
168,gradient_boosting_depth3_20,empty,static_presence,5,0.125
168,gradient_boosting_depth3_20,empty,movement,0,0.0
168,gradient_boosting_depth3_20,static_presence,empty,3,0.10714285714285714
168,gradient_boosting_depth3_20,static_presence,static_presence,19,0.6785714285714286
168,gradient_boosting_depth3_20,static_presence,movement,6,0.21428571428571427
168,gradient_boosting_depth3_20,movement,empty,0,0.0
168,gradient_boosting_depth3_20,movement,static_presence,12,0.4
168,gradient_boosting_depth3_20,movement,movement,18,0.6
168,logistic_regression_c0_1,empty,empty,27,0.675
168,logistic_regression_c0_1,empty,static_presence,9,0.225
168,logistic_regression_c0_1,empty,movement,4,0.1
168,logistic_regression_c0_1,static_presence,empty,5,0.17857142857142858
168,logistic_regression_c0_1,static_presence,static_presence,17,0.6071428571428571
168,logistic_regression_c0_1,static_presence,movement,6,0.21428571428571427
168,logistic_regression_c0_1,movement,empty,3,0.1
168,logistic_regression_c0_1,movement,static_presence,5,0.16666666666666666
168,logistic_regression_c0_1,movement,movement,22,0.7333333333333333
168,logistic_regression_c1,empty,empty,23,0.575
168,logistic_regression_c1,empty,static_presence,9,0.225
168,logistic_regression_c1,empty,movement,8,0.2
168,logistic_regression_c1,static_presence,empty,5,0.17857142857142858
168,logistic_regression_c1,static_presence,static_presence,18,0.6428571428571429
168,logistic_regression_c1,static_presence,movement,5,0.17857142857142858
168,logistic_regression_c1,movement,empty,4,0.13333333333333333
168,logistic_regression_c1,movement,static_presence,7,0.23333333333333334
168,logistic_regression_c1,movement,movement,19,0.6333333333333333
168,logistic_regression_c10,empty,empty,24,0.6
168,logistic_regression_c10,empty,static_presence,8,0.2
168,logistic_regression_c10,empty,movement,8,0.2
168,logistic_regression_c10,static_presence,empty,5,0.17857142857142858
168,logistic_regression_c10,static_presence,static_presence,18,0.6428571428571429
168,logistic_regression_c10,static_presence,movement,5,0.17857142857142858
168,logistic_regression_c10,movement,empty,4,0.13333333333333333
168,logistic_regression_c10,movement,static_presence,6,0.2
168,logistic_regression_c10,movement,movement,20,0.6666666666666666
168,logistic_regression_c1_balanced,empty,empty,28,0.7
168,logistic_regression_c1_balanced,empty,static_presence,6,0.15
168,logistic_regression_c1_balanced,empty,movement,6,0.15
168,logistic_regression_c1_balanced,static_presence,empty,8,0.2857142857142857
168,logistic_regression_c1_balanced,static_presence,static_presence,15,0.5357142857142857
168,logistic_regression_c1_balanced,static_presence,movement,5,0.17857142857142858
168,logistic_regression_c1_balanced,movement,empty,4,0.13333333333333333
168,logistic_regression_c1_balanced,movement,static_presence,7,0.23333333333333334
168,logistic_regression_c1_balanced,movement,movement,19,0.6333333333333333
168,xgboost_depth2_10,empty,empty,36,0.9
168,xgboost_depth2_10,empty,static_presence,0,0.0
168,xgboost_depth2_10,empty,movement,4,0.1
168,xgboost_depth2_10,static_presence,empty,2,0.07142857142857142
168,xgboost_depth2_10,static_presence,static_presence,20,0.7142857142857143
168,xgboost_depth2_10,static_presence,movement,6,0.21428571428571427
168,xgboost_depth2_10,movement,empty,0,0.0
168,xgboost_depth2_10,movement,static_presence,10,0.3333333333333333
168,xgboost_depth2_10,movement,movement,20,0.6666666666666666
168,xgboost_depth2_20,empty,empty,37,0.925
168,xgboost_depth2_20,empty,static_presence,0,0.0
168,xgboost_depth2_20,empty,movement,3,0.075
168,xgboost_depth2_20,static_presence,empty,4,0.14285714285714285
168,xgboost_depth2_20,static_presence,static_presence,19,0.6785714285714286
168,xgboost_depth2_20,static_presence,movement,5,0.17857142857142858
168,xgboost_depth2_20,movement,empty,0,0.0
168,xgboost_depth2_20,movement,static_presence,9,0.3
168,xgboost_depth2_20,movement,movement,21,0.7
168,xgboost_depth3_20,empty,empty,36,0.9
168,xgboost_depth3_20,empty,static_presence,4,0.1
168,xgboost_depth3_20,empty,movement,0,0.0
168,xgboost_depth3_20,static_presence,empty,2,0.07142857142857142
168,xgboost_depth3_20,static_presence,static_presence,22,0.7857142857142857
168,xgboost_depth3_20,static_presence,movement,4,0.14285714285714285
168,xgboost_depth3_20,movement,empty,1,0.03333333333333333
168,xgboost_depth3_20,movement,static_presence,8,0.26666666666666666
168,xgboost_depth3_20,movement,movement,21,0.7
210,gradient_boosting_depth3_20,empty,empty,9,0.5625
210,gradient_boosting_depth3_20,empty,static_presence,5,0.3125
210,gradient_boosting_depth3_20,empty,movement,2,0.125
210,gradient_boosting_depth3_20,static_presence,empty,6,0.1935483870967742
210,gradient_boosting_depth3_20,static_presence,static_presence,19,0.6129032258064516
210,gradient_boosting_depth3_20,static_presence,movement,6,0.1935483870967742
210,gradient_boosting_depth3_20,movement,empty,3,0.09375
210,gradient_boosting_depth3_20,movement,static_presence,12,0.375
210,gradient_boosting_depth3_20,movement,movement,17,0.53125
210,logistic_regression_c0_1,empty,empty,7,0.4375
210,logistic_regression_c0_1,empty,static_presence,5,0.3125
210,logistic_regression_c0_1,empty,movement,4,0.25
210,logistic_regression_c0_1,static_presence,empty,5,0.16129032258064516
210,logistic_regression_c0_1,static_presence,static_presence,21,0.6774193548387096
210,logistic_regression_c0_1,static_presence,movement,5,0.16129032258064516
210,logistic_regression_c0_1,movement,empty,7,0.21875
210,logistic_regression_c0_1,movement,static_presence,11,0.34375
210,logistic_regression_c0_1,movement,movement,14,0.4375
210,logistic_regression_c1,empty,empty,9,0.5625
210,logistic_regression_c1,empty,static_presence,5,0.3125
210,logistic_regression_c1,empty,movement,2,0.125
210,logistic_regression_c1,static_presence,empty,3,0.0967741935483871
210,logistic_regression_c1,static_presence,static_presence,18,0.5806451612903226
210,logistic_regression_c1,static_presence,movement,10,0.3225806451612903
210,logistic_regression_c1,movement,empty,5,0.15625
210,logistic_regression_c1,movement,static_presence,15,0.46875
210,logistic_regression_c1,movement,movement,12,0.375
210,logistic_regression_c10,empty,empty,9,0.5625
210,logistic_regression_c10,empty,static_presence,4,0.25
210,logistic_regression_c10,empty,movement,3,0.1875
210,logistic_regression_c10,static_presence,empty,3,0.0967741935483871
210,logistic_regression_c10,static_presence,static_presence,19,0.6129032258064516
210,logistic_regression_c10,static_presence,movement,9,0.2903225806451613
210,logistic_regression_c10,movement,empty,5,0.15625
210,logistic_regression_c10,movement,static_presence,18,0.5625
210,logistic_regression_c10,movement,movement,9,0.28125
210,logistic_regression_c1_balanced,empty,empty,9,0.5625
210,logistic_regression_c1_balanced,empty,static_presence,5,0.3125
210,logistic_regression_c1_balanced,empty,movement,2,0.125
210,logistic_regression_c1_balanced,static_presence,empty,3,0.0967741935483871
210,logistic_regression_c1_balanced,static_presence,static_presence,19,0.6129032258064516
210,logistic_regression_c1_balanced,static_presence,movement,9,0.2903225806451613
210,logistic_regression_c1_balanced,movement,empty,6,0.1875
210,logistic_regression_c1_balanced,movement,static_presence,14,0.4375
210,logistic_regression_c1_balanced,movement,movement,12,0.375
210,xgboost_depth2_10,empty,empty,7,0.4375
210,xgboost_depth2_10,empty,static_presence,5,0.3125
210,xgboost_depth2_10,empty,movement,4,0.25
210,xgboost_depth2_10,static_presence,empty,5,0.16129032258064516
210,xgboost_depth2_10,static_presence,static_presence,18,0.5806451612903226
210,xgboost_depth2_10,static_presence,movement,8,0.25806451612903225
210,xgboost_depth2_10,movement,empty,7,0.21875
210,xgboost_depth2_10,movement,static_presence,11,0.34375
210,xgboost_depth2_10,movement,movement,14,0.4375
210,xgboost_depth2_20,empty,empty,8,0.5
210,xgboost_depth2_20,empty,static_presence,6,0.375
210,xgboost_depth2_20,empty,movement,2,0.125
210,xgboost_depth2_20,static_presence,empty,6,0.1935483870967742
210,xgboost_depth2_20,static_presence,static_presence,19,0.6129032258064516
210,xgboost_depth2_20,static_presence,movement,6,0.1935483870967742
210,xgboost_depth2_20,movement,empty,6,0.1875
210,xgboost_depth2_20,movement,static_presence,11,0.34375
210,xgboost_depth2_20,movement,movement,15,0.46875
210,xgboost_depth3_20,empty,empty,7,0.4375
210,xgboost_depth3_20,empty,static_presence,5,0.3125
210,xgboost_depth3_20,empty,movement,4,0.25
210,xgboost_depth3_20,static_presence,empty,6,0.1935483870967742
210,xgboost_depth3_20,static_presence,static_presence,20,0.6451612903225806
210,xgboost_depth3_20,static_presence,movement,5,0.16129032258064516
210,xgboost_depth3_20,movement,empty,5,0.15625
210,xgboost_depth3_20,movement,static_presence,10,0.3125
210,xgboost_depth3_20,movement,movement,17,0.53125
336,gradient_boosting_depth3_20,empty,empty,11,0.6470588235294118
336,gradient_boosting_depth3_20,empty,static_presence,0,0.0
336,gradient_boosting_depth3_20,empty,movement,6,0.35294117647058826
336,gradient_boosting_depth3_20,static_presence,empty,4,0.14285714285714285
336,gradient_boosting_depth3_20,static_presence,static_presence,16,0.5714285714285714
336,gradient_boosting_depth3_20,static_presence,movement,8,0.2857142857142857
336,gradient_boosting_depth3_20,movement,empty,2,0.06896551724137931
336,gradient_boosting_depth3_20,movement,static_presence,6,0.20689655172413793
336,gradient_boosting_depth3_20,movement,movement,21,0.7241379310344828
336,logistic_regression_c0_1,empty,empty,10,0.5882352941176471
336,logistic_regression_c0_1,empty,static_presence,4,0.23529411764705882
336,logistic_regression_c0_1,empty,movement,3,0.17647058823529413
336,logistic_regression_c0_1,static_presence,empty,7,0.25
336,logistic_regression_c0_1,static_presence,static_presence,17,0.6071428571428571
336,logistic_regression_c0_1,static_presence,movement,4,0.14285714285714285
336,logistic_regression_c0_1,movement,empty,1,0.034482758620689655
336,logistic_regression_c0_1,movement,static_presence,8,0.27586206896551724
336,logistic_regression_c0_1,movement,movement,20,0.6896551724137931
336,logistic_regression_c1,empty,empty,11,0.6470588235294118
336,logistic_regression_c1,empty,static_presence,2,0.11764705882352941
336,logistic_regression_c1,empty,movement,4,0.23529411764705882
336,logistic_regression_c1,static_presence,empty,6,0.21428571428571427
336,logistic_regression_c1,static_presence,static_presence,17,0.6071428571428571
336,logistic_regression_c1,static_presence,movement,5,0.17857142857142858
336,logistic_regression_c1,movement,empty,3,0.10344827586206896
336,logistic_regression_c1,movement,static_presence,9,0.3103448275862069
336,logistic_regression_c1,movement,movement,17,0.5862068965517241
336,logistic_regression_c10,empty,empty,13,0.7647058823529411
336,logistic_regression_c10,empty,static_presence,2,0.11764705882352941
336,logistic_regression_c10,empty,movement,2,0.11764705882352941
336,logistic_regression_c10,static_presence,empty,7,0.25
336,logistic_regression_c10,static_presence,static_presence,16,0.5714285714285714
336,logistic_regression_c10,static_presence,movement,5,0.17857142857142858
336,logistic_regression_c10,movement,empty,4,0.13793103448275862
336,logistic_regression_c10,movement,static_presence,9,0.3103448275862069
336,logistic_regression_c10,movement,movement,16,0.5517241379310345
336,logistic_regression_c1_balanced,empty,empty,12,0.7058823529411765
336,logistic_regression_c1_balanced,empty,static_presence,2,0.11764705882352941
336,logistic_regression_c1_balanced,empty,movement,3,0.17647058823529413
336,logistic_regression_c1_balanced,static_presence,empty,6,0.21428571428571427
336,logistic_regression_c1_balanced,static_presence,static_presence,17,0.6071428571428571
336,logistic_regression_c1_balanced,static_presence,movement,5,0.17857142857142858
336,logistic_regression_c1_balanced,movement,empty,5,0.1724137931034483
336,logistic_regression_c1_balanced,movement,static_presence,8,0.27586206896551724
336,logistic_regression_c1_balanced,movement,movement,16,0.5517241379310345
336,xgboost_depth2_10,empty,empty,8,0.47058823529411764
336,xgboost_depth2_10,empty,static_presence,0,0.0
336,xgboost_depth2_10,empty,movement,9,0.5294117647058824
336,xgboost_depth2_10,static_presence,empty,4,0.14285714285714285
336,xgboost_depth2_10,static_presence,static_presence,13,0.4642857142857143
336,xgboost_depth2_10,static_presence,movement,11,0.39285714285714285
336,xgboost_depth2_10,movement,empty,3,0.10344827586206896
336,xgboost_depth2_10,movement,static_presence,8,0.27586206896551724
336,xgboost_depth2_10,movement,movement,18,0.6206896551724138
336,xgboost_depth2_20,empty,empty,8,0.47058823529411764
336,xgboost_depth2_20,empty,static_presence,0,0.0
336,xgboost_depth2_20,empty,movement,9,0.5294117647058824
336,xgboost_depth2_20,static_presence,empty,4,0.14285714285714285
336,xgboost_depth2_20,static_presence,static_presence,14,0.5
336,xgboost_depth2_20,static_presence,movement,10,0.35714285714285715
336,xgboost_depth2_20,movement,empty,2,0.06896551724137931
336,xgboost_depth2_20,movement,static_presence,6,0.20689655172413793
336,xgboost_depth2_20,movement,movement,21,0.7241379310344828
336,xgboost_depth3_20,empty,empty,12,0.7058823529411765
336,xgboost_depth3_20,empty,static_presence,0,0.0
336,xgboost_depth3_20,empty,movement,5,0.29411764705882354
336,xgboost_depth3_20,static_presence,empty,4,0.14285714285714285
336,xgboost_depth3_20,static_presence,static_presence,17,0.6071428571428571
336,xgboost_depth3_20,static_presence,movement,7,0.25
336,xgboost_depth3_20,movement,empty,3,0.10344827586206896
336,xgboost_depth3_20,movement,static_presence,5,0.1724137931034483
336,xgboost_depth3_20,movement,movement,21,0.7241379310344828
512,gradient_boosting_depth3_20,empty,empty,35,0.9459459459459459
512,gradient_boosting_depth3_20,empty,static_presence,1,0.02702702702702703
512,gradient_boosting_depth3_20,empty,movement,1,0.02702702702702703
512,gradient_boosting_depth3_20,static_presence,empty,3,0.0967741935483871
512,gradient_boosting_depth3_20,static_presence,static_presence,27,0.8709677419354839
512,gradient_boosting_depth3_20,static_presence,movement,1,0.03225806451612903
512,gradient_boosting_depth3_20,movement,empty,5,0.1724137931034483
512,gradient_boosting_depth3_20,movement,static_presence,6,0.20689655172413793
512,gradient_boosting_depth3_20,movement,movement,18,0.6206896551724138
512,logistic_regression_c0_1,empty,empty,25,0.6756756756756757
512,logistic_regression_c0_1,empty,static_presence,11,0.2972972972972973
512,logistic_regression_c0_1,empty,movement,1,0.02702702702702703
512,logistic_regression_c0_1,static_presence,empty,6,0.1935483870967742
512,logistic_regression_c0_1,static_presence,static_presence,19,0.6129032258064516
512,logistic_regression_c0_1,static_presence,movement,6,0.1935483870967742
512,logistic_regression_c0_1,movement,empty,2,0.06896551724137931
512,logistic_regression_c0_1,movement,static_presence,10,0.3448275862068966
512,logistic_regression_c0_1,movement,movement,17,0.5862068965517241
512,logistic_regression_c1,empty,empty,24,0.6486486486486487
512,logistic_regression_c1,empty,static_presence,7,0.1891891891891892
512,logistic_regression_c1,empty,movement,6,0.16216216216216217
512,logistic_regression_c1,static_presence,empty,3,0.0967741935483871
512,logistic_regression_c1,static_presence,static_presence,21,0.6774193548387096
512,logistic_regression_c1,static_presence,movement,7,0.22580645161290322
512,logistic_regression_c1,movement,empty,2,0.06896551724137931
512,logistic_regression_c1,movement,static_presence,6,0.20689655172413793
512,logistic_regression_c1,movement,movement,21,0.7241379310344828
512,logistic_regression_c10,empty,empty,27,0.7297297297297297
512,logistic_regression_c10,empty,static_presence,4,0.10810810810810811
512,logistic_regression_c10,empty,movement,6,0.16216216216216217
512,logistic_regression_c10,static_presence,empty,2,0.06451612903225806
512,logistic_regression_c10,static_presence,static_presence,21,0.6774193548387096
512,logistic_regression_c10,static_presence,movement,8,0.25806451612903225
512,logistic_regression_c10,movement,empty,2,0.06896551724137931
512,logistic_regression_c10,movement,static_presence,5,0.1724137931034483
512,logistic_regression_c10,movement,movement,22,0.7586206896551724
512,logistic_regression_c1_balanced,empty,empty,27,0.7297297297297297
512,logistic_regression_c1_balanced,empty,static_presence,5,0.13513513513513514
512,logistic_regression_c1_balanced,empty,movement,5,0.13513513513513514
512,logistic_regression_c1_balanced,static_presence,empty,3,0.0967741935483871
512,logistic_regression_c1_balanced,static_presence,static_presence,21,0.6774193548387096
512,logistic_regression_c1_balanced,static_presence,movement,7,0.22580645161290322
512,logistic_regression_c1_balanced,movement,empty,3,0.10344827586206896
512,logistic_regression_c1_balanced,movement,static_presence,6,0.20689655172413793
512,logistic_regression_c1_balanced,movement,movement,20,0.6896551724137931
512,xgboost_depth2_10,empty,empty,33,0.8918918918918919
512,xgboost_depth2_10,empty,static_presence,2,0.05405405405405406
512,xgboost_depth2_10,empty,movement,2,0.05405405405405406
512,xgboost_depth2_10,static_presence,empty,3,0.0967741935483871
512,xgboost_depth2_10,static_presence,static_presence,27,0.8709677419354839
512,xgboost_depth2_10,static_presence,movement,1,0.03225806451612903
512,xgboost_depth2_10,movement,empty,8,0.27586206896551724
512,xgboost_depth2_10,movement,static_presence,5,0.1724137931034483
512,xgboost_depth2_10,movement,movement,16,0.5517241379310345
512,xgboost_depth2_20,empty,empty,35,0.9459459459459459
512,xgboost_depth2_20,empty,static_presence,1,0.02702702702702703
512,xgboost_depth2_20,empty,movement,1,0.02702702702702703
512,xgboost_depth2_20,static_presence,empty,3,0.0967741935483871
512,xgboost_depth2_20,static_presence,static_presence,28,0.9032258064516129
512,xgboost_depth2_20,static_presence,movement,0,0.0
512,xgboost_depth2_20,movement,empty,8,0.27586206896551724
512,xgboost_depth2_20,movement,static_presence,6,0.20689655172413793
512,xgboost_depth2_20,movement,movement,15,0.5172413793103449
512,xgboost_depth3_20,empty,empty,35,0.9459459459459459
512,xgboost_depth3_20,empty,static_presence,1,0.02702702702702703
512,xgboost_depth3_20,empty,movement,1,0.02702702702702703
512,xgboost_depth3_20,static_presence,empty,3,0.0967741935483871
512,xgboost_depth3_20,static_presence,static_presence,26,0.8387096774193549
512,xgboost_depth3_20,static_presence,movement,2,0.06451612903225806
512,xgboost_depth3_20,movement,empty,6,0.20689655172413793
512,xgboost_depth3_20,movement,static_presence,6,0.20689655172413793
512,xgboost_depth3_20,movement,movement,17,0.5862068965517241
