seed,classifier,family,top_k,true_label,predicted_label,count,normalized_by_true_class
21,gradient_boosting_top100,gradient_boosting,100,movement,static_presence,10,0.3225806451612903
21,gradient_boosting_top100,gradient_boosting,100,movement,movement,21,0.6774193548387096
21,xgboost_top100,xgboost,100,empty,empty,10,0.6666666666666666
21,xgboost_top100,xgboost,100,empty,static_presence,2,0.13333333333333333
21,xgboost_top100,xgboost,100,empty,movement,3,0.2
21,xgboost_top100,xgboost,100,static_presence,empty,2,0.06896551724137931
21,xgboost_top100,xgboost,100,static_presence,static_presence,22,0.7586206896551724
21,xgboost_top100,xgboost,100,static_presence,movement,5,0.1724137931034483
21,xgboost_top100,xgboost,100,movement,empty,2,0.06451612903225806
21,xgboost_top100,xgboost,100,movement,static_presence,8,0.25806451612903225
21,xgboost_top100,xgboost,100,movement,movement,21,0.6774193548387096
21,gradient_boosting_top126,gradient_boosting,126,empty,empty,9,0.6
21,gradient_boosting_top126,gradient_boosting,126,empty,static_presence,2,0.13333333333333333
21,gradient_boosting_top126,gradient_boosting,126,empty,movement,4,0.26666666666666666
21,gradient_boosting_top126,gradient_boosting,126,static_presence,empty,2,0.06896551724137931
21,gradient_boosting_top126,gradient_boosting,126,static_presence,static_presence,19,0.6551724137931034
21,gradient_boosting_top126,gradient_boosting,126,static_presence,movement,8,0.27586206896551724
21,gradient_boosting_top126,gradient_boosting,126,movement,empty,1,0.03225806451612903
21,gradient_boosting_top126,gradient_boosting,126,movement,static_presence,8,0.25806451612903225
21,gradient_boosting_top126,gradient_boosting,126,movement,movement,22,0.7096774193548387
21,xgboost_top126,xgboost,126,empty,empty,10,0.6666666666666666
21,xgboost_top126,xgboost,126,empty,static_presence,2,0.13333333333333333
21,xgboost_top126,xgboost,126,empty,movement,3,0.2
21,xgboost_top126,xgboost,126,static_presence,empty,2,0.06896551724137931
21,xgboost_top126,xgboost,126,static_presence,static_presence,21,0.7241379310344828
21,xgboost_top126,xgboost,126,static_presence,movement,6,0.20689655172413793
21,xgboost_top126,xgboost,126,movement,empty,1,0.03225806451612903
21,xgboost_top126,xgboost,126,movement,static_presence,7,0.22580645161290322
21,xgboost_top126,xgboost,126,movement,movement,23,0.7419354838709677
21,gradient_boosting_top160,gradient_boosting,160,empty,empty,9,0.6
21,gradient_boosting_top160,gradient_boosting,160,empty,static_presence,3,0.2
21,gradient_boosting_top160,gradient_boosting,160,empty,movement,3,0.2
21,gradient_boosting_top160,gradient_boosting,160,static_presence,empty,2,0.06896551724137931
21,gradient_boosting_top160,gradient_boosting,160,static_presence,static_presence,19,0.6551724137931034
21,gradient_boosting_top160,gradient_boosting,160,static_presence,movement,8,0.27586206896551724
21,gradient_boosting_top160,gradient_boosting,160,movement,empty,0,0.0
21,gradient_boosting_top160,gradient_boosting,160,movement,static_presence,10,0.3225806451612903
21,gradient_boosting_top160,gradient_boosting,160,movement,movement,21,0.6774193548387096
21,xgboost_top160,xgboost,160,empty,empty,10,0.6666666666666666
21,xgboost_top160,xgboost,160,empty,static_presence,2,0.13333333333333333
21,xgboost_top160,xgboost,160,empty,movement,3,0.2
21,xgboost_top160,xgboost,160,static_presence,empty,2,0.06896551724137931
21,xgboost_top160,xgboost,160,static_presence,static_presence,22,0.7586206896551724
21,xgboost_top160,xgboost,160,static_presence,movement,5,0.1724137931034483
21,xgboost_top160,xgboost,160,movement,empty,1,0.03225806451612903
21,xgboost_top160,xgboost,160,movement,static_presence,7,0.22580645161290322
21,xgboost_top160,xgboost,160,movement,movement,23,0.7419354838709677
21,gradient_boosting_top231,gradient_boosting,231,empty,empty,10,0.6666666666666666
21,gradient_boosting_top231,gradient_boosting,231,empty,static_presence,2,0.13333333333333333
21,gradient_boosting_top231,gradient_boosting,231,empty,movement,3,0.2
21,gradient_boosting_top231,gradient_boosting,231,static_presence,empty,0,0.0
21,gradient_boosting_top231,gradient_boosting,231,static_presence,static_presence,19,0.6551724137931034
21,gradient_boosting_top231,gradient_boosting,231,static_presence,movement,10,0.3448275862068966
21,gradient_boosting_top231,gradient_boosting,231,movement,empty,1,0.03225806451612903
21,gradient_boosting_top231,gradient_boosting,231,movement,static_presence,10,0.3225806451612903
21,gradient_boosting_top231,gradient_boosting,231,movement,movement,20,0.6451612903225806
21,xgboost_top231,xgboost,231,empty,empty,11,0.7333333333333333
21,xgboost_top231,xgboost,231,empty,static_presence,1,0.06666666666666667
21,xgboost_top231,xgboost,231,empty,movement,3,0.2
21,xgboost_top231,xgboost,231,static_presence,empty,2,0.06896551724137931
21,xgboost_top231,xgboost,231,static_presence,static_presence,21,0.7241379310344828
21,xgboost_top231,xgboost,231,static_presence,movement,6,0.20689655172413793
21,xgboost_top231,xgboost,231,movement,empty,2,0.06451612903225806
21,xgboost_top231,xgboost,231,movement,static_presence,9,0.2903225806451613
21,xgboost_top231,xgboost,231,movement,movement,20,0.6451612903225806
42,gradient_boosting_top30,gradient_boosting,30,empty,empty,1,0.06666666666666667
42,gradient_boosting_top30,gradient_boosting,30,empty,static_presence,9,0.6
42,gradient_boosting_top30,gradient_boosting,30,empty,movement,5,0.3333333333333333
42,gradient_boosting_top30,gradient_boosting,30,static_presence,empty,4,0.14285714285714285
42,gradient_boosting_top30,gradient_boosting,30,static_presence,static_presence,17,0.6071428571428571
42,gradient_boosting_top30,gradient_boosting,30,static_presence,movement,7,0.25
42,gradient_boosting_top30,gradient_boosting,30,movement,empty,6,0.2
42,gradient_boosting_top30,gradient_boosting,30,movement,static_presence,4,0.13333333333333333
42,gradient_boosting_top30,gradient_boosting,30,movement,movement,20,0.6666666666666666
42,xgboost_top30,xgboost,30,empty,empty,1,0.06666666666666667
42,xgboost_top30,xgboost,30,empty,static_presence,10,0.6666666666666666
42,xgboost_top30,xgboost,30,empty,movement,4,0.26666666666666666
42,xgboost_top30,xgboost,30,static_presence,empty,4,0.14285714285714285
42,xgboost_top30,xgboost,30,static_presence,static_presence,17,0.6071428571428571
42,xgboost_top30,xgboost,30,static_presence,movement,7,0.25
42,xgboost_top30,xgboost,30,movement,empty,4,0.13333333333333333
42,xgboost_top30,xgboost,30,movement,static_presence,5,0.16666666666666666
42,xgboost_top30,xgboost,30,movement,movement,21,0.7
42,gradient_boosting_top50,gradient_boosting,50,empty,empty,6,0.4
42,gradient_boosting_top50,gradient_boosting,50,empty,static_presence,3,0.2
42,gradient_boosting_top50,gradient_boosting,50,empty,movement,6,0.4
42,gradient_boosting_top50,gradient_boosting,50,static_presence,empty,0,0.0
42,gradient_boosting_top50,gradient_boosting,50,static_presence,static_presence,19,0.6785714285714286
42,gradient_boosting_top50,gradient_boosting,50,static_presence,movement,9,0.32142857142857145
42,gradient_boosting_top50,gradient_boosting,50,movement,empty,2,0.06666666666666667
42,gradient_boosting_top50,gradient_boosting,50,movement,static_presence,9,0.3
42,gradient_boosting_top50,gradient_boosting,50,movement,movement,19,0.6333333333333333
42,xgboost_top50,xgboost,50,empty,empty,7,0.4666666666666667
42,xgboost_top50,xgboost,50,empty,static_presence,4,0.26666666666666666
42,xgboost_top50,xgboost,50,empty,movement,4,0.26666666666666666
42,xgboost_top50,xgboost,50,static_presence,empty,0,0.0
42,xgboost_top50,xgboost,50,static_presence,static_presence,20,0.7142857142857143
42,xgboost_top50,xgboost,50,static_presence,movement,8,0.2857142857142857
42,xgboost_top50,xgboost,50,movement,empty,3,0.1
42,xgboost_top50,xgboost,50,movement,static_presence,8,0.26666666666666666
42,xgboost_top50,xgboost,50,movement,movement,19,0.6333333333333333
42,gradient_boosting_top70,gradient_boosting,70,empty,empty,6,0.4
42,gradient_boosting_top70,gradient_boosting,70,empty,static_presence,3,0.2
42,gradient_boosting_top70,gradient_boosting,70,empty,movement,6,0.4
42,gradient_boosting_top70,gradient_boosting,70,static_presence,empty,0,0.0
42,gradient_boosting_top70,gradient_boosting,70,static_presence,static_presence,21,0.75
42,gradient_boosting_top70,gradient_boosting,70,static_presence,movement,7,0.25
42,gradient_boosting_top70,gradient_boosting,70,movement,empty,2,0.06666666666666667
42,gradient_boosting_top70,gradient_boosting,70,movement,static_presence,11,0.36666666666666664
42,gradient_boosting_top70,gradient_boosting,70,movement,movement,17,0.5666666666666667
42,xgboost_top70,xgboost,70,empty,empty,7,0.4666666666666667
42,xgboost_top70,xgboost,70,empty,static_presence,4,0.26666666666666666
42,xgboost_top70,xgboost,70,empty,movement,4,0.26666666666666666
42,xgboost_top70,xgboost,70,static_presence,empty,0,0.0
42,xgboost_top70,xgboost,70,static_presence,static_presence,21,0.75
42,xgboost_top70,xgboost,70,static_presence,movement,7,0.25
42,xgboost_top70,xgboost,70,movement,empty,4,0.13333333333333333
42,xgboost_top70,xgboost,70,movement,static_presence,9,0.3
42,xgboost_top70,xgboost,70,movement,movement,17,0.5666666666666667
42,gradient_boosting_top100,gradient_boosting,100,empty,empty,6,0.4
42,gradient_boosting_top100,gradient_boosting,100,empty,static_presence,5,0.3333333333333333
42,gradient_boosting_top100,gradient_boosting,100,empty,movement,4,0.26666666666666666
42,gradient_boosting_top100,gradient_boosting,100,static_presence,empty,1,0.03571428571428571
42,gradient_boosting_top100,gradient_boosting,100,static_presence,static_presence,19,0.6785714285714286
42,gradient_boosting_top100,gradient_boosting,100,static_presence,movement,8,0.2857142857142857
42,gradient_boosting_top100,gradient_boosting,100,movement,empty,0,0.0
42,gradient_boosting_top100,gradient_boosting,100,movement,static_presence,11,0.36666666666666664
42,gradient_boosting_top100,gradient_boosting,100,movement,movement,19,0.6333333333333333
42,xgboost_top100,xgboost,100,empty,empty,7,0.4666666666666667
42,xgboost_top100,xgboost,100,empty,static_presence,3,0.2
42,xgboost_top100,xgboost,100,empty,movement,5,0.3333333333333333
42,xgboost_top100,xgboost,100,static_presence,empty,0,0.0
42,xgboost_top100,xgboost,100,static_presence,static_presence,20,0.7142857142857143
42,xgboost_top100,xgboost,100,static_presence,movement,8,0.2857142857142857
42,xgboost_top100,xgboost,100,movement,empty,1,0.03333333333333333
42,xgboost_top100,xgboost,100,movement,static_presence,11,0.36666666666666664
42,xgboost_top100,xgboost,100,movement,movement,18,0.6
42,gradient_boosting_top126,gradient_boosting,126,empty,empty,10,0.6666666666666666
42,gradient_boosting_top126,gradient_boosting,126,empty,static_presence,2,0.13333333333333333
42,gradient_boosting_top126,gradient_boosting,126,empty,movement,3,0.2
42,gradient_boosting_top126,gradient_boosting,126,static_presence,empty,0,0.0
42,gradient_boosting_top126,gradient_boosting,126,static_presence,static_presence,19,0.6785714285714286
42,gradient_boosting_top126,gradient_boosting,126,static_presence,movement,9,0.32142857142857145
42,gradient_boosting_top126,gradient_boosting,126,movement,empty,1,0.03333333333333333
42,gradient_boosting_top126,gradient_boosting,126,movement,static_presence,11,0.36666666666666664
42,gradient_boosting_top126,gradient_boosting,126,movement,movement,18,0.6
42,xgboost_top126,xgboost,126,empty,empty,9,0.6
42,xgboost_top126,xgboost,126,empty,static_presence,2,0.13333333333333333
42,xgboost_top126,xgboost,126,empty,movement,4,0.26666666666666666
42,xgboost_top126,xgboost,126,static_presence,empty,0,0.0
42,xgboost_top126,xgboost,126,static_presence,static_presence,17,0.6071428571428571
42,xgboost_top126,xgboost,126,static_presence,movement,11,0.39285714285714285
42,xgboost_top126,xgboost,126,movement,empty,2,0.06666666666666667
42,xgboost_top126,xgboost,126,movement,static_presence,11,0.36666666666666664
42,xgboost_top126,xgboost,126,movement,movement,17,0.5666666666666667
42,gradient_boosting_top160,gradient_boosting,160,empty,empty,7,0.4666666666666667
42,gradient_boosting_top160,gradient_boosting,160,empty,static_presence,3,0.2
42,gradient_boosting_top160,gradient_boosting,160,empty,movement,5,0.3333333333333333
42,gradient_boosting_top160,gradient_boosting,160,static_presence,empty,0,0.0
42,gradient_boosting_top160,gradient_boosting,160,static_presence,static_presence,22,0.7857142857142857
42,gradient_boosting_top160,gradient_boosting,160,static_presence,movement,6,0.21428571428571427
42,gradient_boosting_top160,gradient_boosting,160,movement,empty,3,0.1
42,gradient_boosting_top160,gradient_boosting,160,movement,static_presence,10,0.3333333333333333
42,gradient_boosting_top160,gradient_boosting,160,movement,movement,17,0.5666666666666667
42,xgboost_top160,xgboost,160,empty,empty,8,0.5333333333333333
42,xgboost_top160,xgboost,160,empty,static_presence,3,0.2
42,xgboost_top160,xgboost,160,empty,movement,4,0.26666666666666666
42,xgboost_top160,xgboost,160,static_presence,empty,0,0.0
42,xgboost_top160,xgboost,160,static_presence,static_presence,21,0.75
42,xgboost_top160,xgboost,160,static_presence,movement,7,0.25
42,xgboost_top160,xgboost,160,movement,empty,2,0.06666666666666667
42,xgboost_top160,xgboost,160,movement,static_presence,10,0.3333333333333333
42,xgboost_top160,xgboost,160,movement,movement,18,0.6
42,gradient_boosting_top231,gradient_boosting,231,empty,empty,12,0.8
42,gradient_boosting_top231,gradient_boosting,231,empty,static_presence,2,0.13333333333333333
42,gradient_boosting_top231,gradient_boosting,231,empty,movement,1,0.06666666666666667
42,gradient_boosting_top231,gradient_boosting,231,static_presence,empty,0,0.0
42,gradient_boosting_top231,gradient_boosting,231,static_presence,static_presence,18,0.6428571428571429
42,gradient_boosting_top231,gradient_boosting,231,static_presence,movement,10,0.35714285714285715
42,gradient_boosting_top231,gradient_boosting,231,movement,empty,1,0.03333333333333333
42,gradient_boosting_top231,gradient_boosting,231,movement,static_presence,7,0.23333333333333334
42,gradient_boosting_top231,gradient_boosting,231,movement,movement,22,0.7333333333333333
42,xgboost_top231,xgboost,231,empty,empty,12,0.8
42,xgboost_top231,xgboost,231,empty,static_presence,0,0.0
42,xgboost_top231,xgboost,231,empty,movement,3,0.2
42,xgboost_top231,xgboost,231,static_presence,empty,0,0.0
42,xgboost_top231,xgboost,231,static_presence,static_presence,20,0.7142857142857143
42,xgboost_top231,xgboost,231,static_presence,movement,8,0.2857142857142857
42,xgboost_top231,xgboost,231,movement,empty,2,0.06666666666666667
42,xgboost_top231,xgboost,231,movement,static_presence,9,0.3
42,xgboost_top231,xgboost,231,movement,movement,19,0.6333333333333333
84,gradient_boosting_top30,gradient_boosting,30,empty,empty,22,0.6666666666666666
84,gradient_boosting_top30,gradient_boosting,30,empty,static_presence,6,0.18181818181818182
84,gradient_boosting_top30,gradient_boosting,30,empty,movement,5,0.15151515151515152
84,gradient_boosting_top30,gradient_boosting,30,static_presence,empty,9,0.2903225806451613
84,gradient_boosting_top30,gradient_boosting,30,static_presence,static_presence,15,0.4838709677419355
84,gradient_boosting_top30,gradient_boosting,30,static_presence,movement,7,0.22580645161290322
84,gradient_boosting_top30,gradient_boosting,30,movement,empty,6,0.21428571428571427
84,gradient_boosting_top30,gradient_boosting,30,movement,static_presence,6,0.21428571428571427
84,gradient_boosting_top30,gradient_boosting,30,movement,movement,16,0.5714285714285714
84,xgboost_top30,xgboost,30,empty,empty,20,0.6060606060606061
84,xgboost_top30,xgboost,30,empty,static_presence,8,0.24242424242424243
84,xgboost_top30,xgboost,30,empty,movement,5,0.15151515151515152
84,xgboost_top30,xgboost,30,static_presence,empty,8,0.25806451612903225
84,xgboost_top30,xgboost,30,static_presence,static_presence,16,0.5161290322580645
84,xgboost_top30,xgboost,30,static_presence,movement,7,0.22580645161290322
84,xgboost_top30,xgboost,30,movement,empty,6,0.21428571428571427
84,xgboost_top30,xgboost,30,movement,static_presence,6,0.21428571428571427
84,xgboost_top30,xgboost,30,movement,movement,16,0.5714285714285714
84,gradient_boosting_top50,gradient_boosting,50,empty,empty,14,0.42424242424242425
84,gradient_boosting_top50,gradient_boosting,50,empty,static_presence,13,0.3939393939393939
84,gradient_boosting_top50,gradient_boosting,50,empty,movement,6,0.18181818181818182
84,gradient_boosting_top50,gradient_boosting,50,static_presence,empty,4,0.12903225806451613
84,gradient_boosting_top50,gradient_boosting,50,static_presence,static_presence,21,0.6774193548387096
84,gradient_boosting_top50,gradient_boosting,50,static_presence,movement,6,0.1935483870967742
84,gradient_boosting_top50,gradient_boosting,50,movement,empty,1,0.03571428571428571
84,gradient_boosting_top50,gradient_boosting,50,movement,static_presence,9,0.32142857142857145
84,gradient_boosting_top50,gradient_boosting,50,movement,movement,18,0.6428571428571429
84,xgboost_top50,xgboost,50,empty,empty,17,0.5151515151515151
84,xgboost_top50,xgboost,50,empty,static_presence,8,0.24242424242424243
84,xgboost_top50,xgboost,50,empty,movement,8,0.24242424242424243
84,xgboost_top50,xgboost,50,static_presence,empty,5,0.16129032258064516
84,xgboost_top50,xgboost,50,static_presence,static_presence,22,0.7096774193548387
84,xgboost_top50,xgboost,50,static_presence,movement,4,0.12903225806451613
84,xgboost_top50,xgboost,50,movement,empty,0,0.0
84,xgboost_top50,xgboost,50,movement,static_presence,8,0.2857142857142857
84,xgboost_top50,xgboost,50,movement,movement,20,0.7142857142857143
84,gradient_boosting_top70,gradient_boosting,70,empty,empty,15,0.45454545454545453
84,gradient_boosting_top70,gradient_boosting,70,empty,static_presence,12,0.36363636363636365
84,gradient_boosting_top70,gradient_boosting,70,empty,movement,6,0.18181818181818182
84,gradient_boosting_top70,gradient_boosting,70,static_presence,empty,5,0.16129032258064516
84,gradient_boosting_top70,gradient_boosting,70,static_presence,static_presence,19,0.6129032258064516
84,gradient_boosting_top70,gradient_boosting,70,static_presence,movement,7,0.22580645161290322
84,gradient_boosting_top70,gradient_boosting,70,movement,empty,2,0.07142857142857142
84,gradient_boosting_top70,gradient_boosting,70,movement,static_presence,12,0.42857142857142855
84,gradient_boosting_top70,gradient_boosting,70,movement,movement,14,0.5
84,xgboost_top70,xgboost,70,empty,empty,19,0.5757575757575758
84,xgboost_top70,xgboost,70,empty,static_presence,10,0.30303030303030304
84,xgboost_top70,xgboost,70,empty,movement,4,0.12121212121212122
84,xgboost_top70,xgboost,70,static_presence,empty,5,0.16129032258064516
84,xgboost_top70,xgboost,70,static_presence,static_presence,22,0.7096774193548387
84,xgboost_top70,xgboost,70,static_presence,movement,4,0.12903225806451613
84,xgboost_top70,xgboost,70,movement,empty,1,0.03571428571428571
84,xgboost_top70,xgboost,70,movement,static_presence,13,0.4642857142857143
84,xgboost_top70,xgboost,70,movement,movement,14,0.5
84,gradient_boosting_top100,gradient_boosting,100,empty,empty,15,0.45454545454545453
84,gradient_boosting_top100,gradient_boosting,100,empty,static_presence,12,0.36363636363636365
84,gradient_boosting_top100,gradient_boosting,100,empty,movement,6,0.18181818181818182
84,gradient_boosting_top100,gradient_boosting,100,static_presence,empty,5,0.16129032258064516
84,gradient_boosting_top100,gradient_boosting,100,static_presence,static_presence,21,0.6774193548387096
84,gradient_boosting_top100,gradient_boosting,100,static_presence,movement,5,0.16129032258064516
84,gradient_boosting_top100,gradient_boosting,100,movement,empty,2,0.07142857142857142
84,gradient_boosting_top100,gradient_boosting,100,movement,static_presence,10,0.35714285714285715
84,gradient_boosting_top100,gradient_boosting,100,movement,movement,16,0.5714285714285714
84,xgboost_top100,xgboost,100,empty,empty,21,0.6363636363636364
84,xgboost_top100,xgboost,100,empty,static_presence,7,0.21212121212121213
84,xgboost_top100,xgboost,100,empty,movement,5,0.15151515151515152
84,xgboost_top100,xgboost,100,static_presence,empty,4,0.12903225806451613
84,xgboost_top100,xgboost,100,static_presence,static_presence,20,0.6451612903225806
84,xgboost_top100,xgboost,100,static_presence,movement,7,0.22580645161290322
84,xgboost_top100,xgboost,100,movement,empty,2,0.07142857142857142
84,xgboost_top100,xgboost,100,movement,static_presence,9,0.32142857142857145
84,xgboost_top100,xgboost,100,movement,movement,17,0.6071428571428571
84,gradient_boosting_top126,gradient_boosting,126,empty,empty,17,0.5151515151515151
84,gradient_boosting_top126,gradient_boosting,126,empty,static_presence,9,0.2727272727272727
84,gradient_boosting_top126,gradient_boosting,126,empty,movement,7,0.21212121212121213
84,gradient_boosting_top126,gradient_boosting,126,static_presence,empty,5,0.16129032258064516
84,gradient_boosting_top126,gradient_boosting,126,static_presence,static_presence,22,0.7096774193548387
84,gradient_boosting_top126,gradient_boosting,126,static_presence,movement,4,0.12903225806451613
84,gradient_boosting_top126,gradient_boosting,126,movement,empty,2,0.07142857142857142
84,gradient_boosting_top126,gradient_boosting,126,movement,static_presence,11,0.39285714285714285
84,gradient_boosting_top126,gradient_boosting,126,movement,movement,15,0.5357142857142857
84,xgboost_top126,xgboost,126,empty,empty,25,0.7575757575757576
84,xgboost_top126,xgboost,126,empty,static_presence,3,0.09090909090909091
84,xgboost_top126,xgboost,126,empty,movement,5,0.15151515151515152
84,xgboost_top126,xgboost,126,static_presence,empty,4,0.12903225806451613
84,xgboost_top126,xgboost,126,static_presence,static_presence,21,0.6774193548387096
84,xgboost_top126,xgboost,126,static_presence,movement,6,0.1935483870967742
84,xgboost_top126,xgboost,126,movement,empty,1,0.03571428571428571
84,xgboost_top126,xgboost,126,movement,static_presence,10,0.35714285714285715
84,xgboost_top126,xgboost,126,movement,movement,17,0.6071428571428571
84,gradient_boosting_top160,gradient_boosting,160,empty,empty,18,0.5454545454545454
84,gradient_boosting_top160,gradient_boosting,160,empty,static_presence,8,0.24242424242424243
84,gradient_boosting_top160,gradient_boosting,160,empty,movement,7,0.21212121212121213
84,gradient_boosting_top160,gradient_boosting,160,static_presence,empty,5,0.16129032258064516
84,gradient_boosting_top160,gradient_boosting,160,static_presence,static_presence,23,0.7419354838709677
84,gradient_boosting_top160,gradient_boosting,160,static_presence,movement,3,0.0967741935483871
84,gradient_boosting_top160,gradient_boosting,160,movement,empty,2,0.07142857142857142
84,gradient_boosting_top160,gradient_boosting,160,movement,static_presence,9,0.32142857142857145
84,gradient_boosting_top160,gradient_boosting,160,movement,movement,17,0.6071428571428571
84,xgboost_top160,xgboost,160,empty,empty,22,0.6666666666666666
84,xgboost_top160,xgboost,160,empty,static_presence,6,0.18181818181818182
84,xgboost_top160,xgboost,160,empty,movement,5,0.15151515151515152
84,xgboost_top160,xgboost,160,static_presence,empty,6,0.1935483870967742
84,xgboost_top160,xgboost,160,static_presence,static_presence,20,0.6451612903225806
84,xgboost_top160,xgboost,160,static_presence,movement,5,0.16129032258064516
84,xgboost_top160,xgboost,160,movement,empty,3,0.10714285714285714
84,xgboost_top160,xgboost,160,movement,static_presence,9,0.32142857142857145
84,xgboost_top160,xgboost,160,movement,movement,16,0.5714285714285714
84,gradient_boosting_top231,gradient_boosting,231,empty,empty,18,0.5454545454545454
84,gradient_boosting_top231,gradient_boosting,231,empty,static_presence,7,0.21212121212121213
84,gradient_boosting_top231,gradient_boosting,231,empty,movement,8,0.24242424242424243
84,gradient_boosting_top231,gradient_boosting,231,static_presence,empty,4,0.12903225806451613
84,gradient_boosting_top231,gradient_boosting,231,static_presence,static_presence,21,0.6774193548387096
84,gradient_boosting_top231,gradient_boosting,231,static_presence,movement,6,0.1935483870967742
84,gradient_boosting_top231,gradient_boosting,231,movement,empty,2,0.07142857142857142
84,gradient_boosting_top231,gradient_boosting,231,movement,static_presence,8,0.2857142857142857
84,gradient_boosting_top231,gradient_boosting,231,movement,movement,18,0.6428571428571429
84,xgboost_top231,xgboost,231,empty,empty,25,0.7575757575757576
84,xgboost_top231,xgboost,231,empty,static_presence,1,0.030303030303030304
84,xgboost_top231,xgboost,231,empty,movement,7,0.21212121212121213
84,xgboost_top231,xgboost,231,static_presence,empty,5,0.16129032258064516
